0.61,0.61,0.61,0.61,0.35,0.85
0.9,0.9,0.9,0.9,0.4,0.7
0.7,0.7,0.7,0.7,0.43,0.57
0.64,0.64,0.64,0.64,0.51,0.58
0.8,0.8,0.8,0.8,0.48,0.85
0.75,0.75,0.75,0.75,0.61,0.72
0.91,0.91,0.91,0.91,0.7,0.8
