0.62,5.2,3.17
0.62,11.8,3.17
8.12,11.8,3.17
8.12,5.2,3.17
2.62,14,4.7
6.12,14,4.7
2.62,10.4,4.7
6.12,10.4,4.7
2.62,6.6,4.7
6.12,6.6,4.7
2.62,3,4.7
6.12,3,4.7
7.37,1.45,3.17
1.37,1.45,3.17
1.27,15.5,3.46
7.47,15.5,3.46
