2.62,12.2,4.3
2.62,4.8,4.3
6.12,12.2,4.3
6.12,4.8,4.3
0.22,6.2,3.8
0.22,10.8,3.8
8.52,6.2,3.8
8.52,10.8,3.8
0.22,4,3.8
0.22,13,3.8
8.52,4,3.8
8.52,13,3.8
0.22,8.5,3.8
2.62,8.5,4.3
6.12,8.5,4.3
8.52,8.5,3.8
