4.76,23.07,9.05
14.76,23.07,9.05
2.86,15.52,14
16.66,15.52,14
17.16,7.43,7.5
2.36,7.43,7.5
6.76,5.22,14
12.76,5.22,14
5.36,18.52,14
14.16,18.52,14
11.99,9.52,5
7.53,9.52,5
9.76,11.54,13.2
9.76,23.07,9.05
3.27,1.03,14.5
16.25,1.03,14.5
