VarName1,VarName2,VarName3
10.0280227435151,14.9850727103577,5.98111022866504
9.95811257688658,11.0439001562,6.04233796421032
10.0429385970969,7.0375942811493,5.99302073913296
10.0275712678608,3.00501563428984,5.96848163201241
19.9986791632403,15.0122475086001,6.04048809686799
19.9935858588581,11.0087044704531,6.04797483783561
19.994678374943,6.9707742292733,5.99388699731261
19.9806349472017,2.98012463302795,5.96111192234406
25.0008508655381,14.9970923348518,5.97580646959121
25.0010771564172,10.9730488160212,5.99087198461126
25.0317627708322,7.03443087926954,6.00948960740086
25.0294831416883,2.96947642895671,5.97622117477808
30.0144318130194,14.9725921780972,6.01028430893821
29.987860938266,10.9670708047148,6.02112157804337
30.0311580458282,6.97276642978166,5.97217467340172
30.0032825588799,2.99356986841039,5.96174176508558
