0.468,0.4464,0.432,0.4608,0.02,0.49
0.2592,0.2664,0.2808,0.3024,0.04,0.53
0.432,0.4464,0.4248,0.4464,0.08,0.53
0.4104,0.3744,0.3384,0.4104,0.2,0.73
0.4968,0.4824,0.4968,0.504,0.35,0.92
0.4104,0.4464,0.4104,0.3744,0.4,0.96
0.4104,0.4464,0.4248,0.4464,0.42,0.96
