0.247,0.266,0.285,0.266,0.234,0.2
0.304,0.266,0.228,0.247,0.156,0.17
0.266,0.304,0.285,0.266,0.13,0.15
0.304,0.323,0.285,0.266,0.117,0.13
0.323,0.304,0.304,0.285,0.104,0.12
0.342,0.323,0.361,0.304,0.091,0.12
0.342,0.323,0.323,0.304,0.091,0.12
